EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,18-10-19,"$122,829 ",11% ,United States,Chicago,
E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,18-08-19,"$126,353 ",12% ,China,Shanghai,
E04194,Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,55,17-10-10,"$188,727 ",23% ,China,Chengdu,
E01807,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,18-02-94,"$99,624 ",0% ,United States,Seattle,
E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,20-10-12,"$108,686 ",6% ,United States,Columbus,
E02632,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,13-04-95,"$50,857 ",0% ,Brazil,Manaus,
E04226,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,02-01-01,"$120,628 ",0% ,United States,Chicago,
E04101,Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,63,14-06-20,"$181,216 ",27% ,United States,Columbus,
E01981,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,16-03-12,"$46,081 ",0% ,United States,Chicago,
E02534,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,28-05-04,"$159,885 ",12% ,United States,Columbus,
E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,29-10-95,"$153,271 ",15% ,United States,Austin,
E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,12-12-09,"$114,242 ",8% ,United States,Phoenix,
E04041,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,18-11-20,"$48,415 ",0% ,China,Shanghai,
E04308,Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,35,23-05-17,"$65,566 ",0% ,United States,Seattle,
E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,03-05-01,"$147,752 ",12% ,China,Shanghai,26-12-11
E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,14-09-21,"$136,810 ",14% ,China,Chongqing,
E02295,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,28-02-13,"$54,635 ",0% ,United States,Chicago,
E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,05-02-20,"$96,636 ",0% ,United States,Columbus,
E04217,Lydia Williams,System Administrator ,IT,Manufacturing,Female,Black,35,29-10-14,"$91,592 ",0% ,United States,Chicago,
E00650,Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,45,17-08-00,"$55,563 ",0% ,China,Chengdu,
E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,14-02-96,"$159,724 ",23% ,China,Beijing,
E04645,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,04-08-17,"$183,190 ",36% ,United States,Chicago,
E03880,Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,56,25-12-19,"$54,829 ",0% ,United States,Phoenix,
E02730,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,22-04-05,"$96,639 ",0% ,Brazil,Rio de Janerio,
E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,11-06-06,"$117,278 ",9% ,United States,Miami,
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,09-02-08,"$84,193 ",9% ,China,Shanghai,
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,28-07-18,"$87,806 ",0% ,United States,Seattle,
E00465,Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,62,04-10-11,"$63,959 ",0% ,United States,Seattle,
E03058,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,11-06-15,"$234,723 ",36% ,China,Shanghai,
E02337,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,24-08-19,"$50,809 ",0% ,China,Chongqing,
E04927,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,19-07-02,"$77,396 ",0% ,United States,Miami,
E03799,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,31-12-99,"$89,523 ",0% ,United States,Phoenix,
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,20-07-11,"$86,173 ",0% ,China,Chongqing,
E02633,Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,54,19-08-00,"$222,224 ",38% ,United States,Columbus,
E02965,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,17-04-21,"$146,140 ",15% ,United States,Seattle,
E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,20-06-94,"$109,456 ",10% ,United States,Chicago,
E02895,Mila Soto,Director,Finance,Research & Development,Female,Latino,65,07-10-08,"$170,221 ",15% ,Brazil,Manaus,
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,01-03-06,"$97,433 ",5% ,United States,Seattle,08-08-15
E00758,Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,35,30-08-13,"$59,646 ",0% ,China,Shanghai,
E03750,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,29-08-95,"$158,787 ",18% ,China,Chengdu,
E00144,Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,55,29-04-18,"$83,378 ",0% ,China,Beijing,
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,12-11-13,"$88,895 ",0% ,United States,Chicago,
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,11-12-04,"$168,846 ",24% ,China,Chongqing,
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,22-02-11,"$43,336 ",0% ,United States,Austin,12-07-20
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,27-09-09,"$127,801 ",15% ,United States,Phoenix,
E04466,Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,01-04-00,"$76,352 ",0% ,United States,Austin,
E03226,Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,28,22-06-19,"$250,767 ",38% ,United States,Seattle,
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,27-09-20,"$223,055 ",30% ,United States,Columbus,
E02678,Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,45,13-04-07,"$189,680 ",23% ,Brazil,Sao Paulo,
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,18-07-18,"$71,167 ",0% ,United States,Columbus,
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,04-04-10,"$76,027 ",0% ,United States,Seattle,
E00268,Ian Flores,Director,Engineering,Corporate,Male,Latino,48,10-12-19,"$183,113 ",24% ,Brazil,Rio de Janerio,
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,20-10-20,"$67,753 ",0% ,United States,Phoenix,
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,13-10-16,"$63,744 ",8% ,United States,Austin,
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,09-07-02,"$92,209 ",0% ,China,Shanghai,
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,01-09-00,"$157,487 ",12% ,United States,Phoenix,
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,07-04-15,"$99,697 ",0% ,Brazil,Rio de Janerio,
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,26-02-10,"$90,770 ",0% ,United States,Columbus,
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,64,28-01-05,"$55,369 ",0% ,United States,Phoenix,
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,59,16-09-14,"$69,578 ",0% ,Brazil,Rio de Janerio,
E00624,William Watson,Director,Accounting,Speciality Products,Male,Caucasian,41,04-06-13,"$167,526 ",26% ,United States,Miami,
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,42,05-02-21,"$65,507 ",0% ,Brazil,Manaus,
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,28-04-98,"$108,268 ",9% ,Brazil,Sao Paulo,15-05-04
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,05-02-16,"$80,055 ",0% ,China,Beijing,
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,58,27-04-09,"$76,802 ",0% ,Brazil,Manaus,
E00218,David Desai,Vice President,Sales,Speciality Products,Male,Asian,47,22-11-16,"$253,249 ",31% ,United States,Austin,
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,11-11-05,"$78,388 ",0% ,China,Chongqing,
E01070,Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,38,22-06-16,"$249,870 ",34% ,United States,Chicago,
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,01-03-15,"$148,321 ",15% ,China,Beijing,
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,10-02-04,"$90,258 ",0% ,China,Chongqing,
E04925,Athena Jordan,System Administrator ,IT,Manufacturing,Female,Black,42,19-02-11,"$72,486 ",0% ,United States,Seattle,
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,04-09-14,"$95,499 ",0% ,Brazil,Sao Paulo,11-08-17
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,23-12-04,"$90,212 ",0% ,Brazil,Sao Paulo,
E00325,Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,39,05-12-19,"$254,057 ",39% ,China,Shanghai,
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,58,12-10-10,"$43,001 ",0% ,United States,Austin,
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,60,03-08-98,"$85,120 ",9% ,United States,Seattle,
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,03-08-15,"$52,200 ",0% ,United States,Columbus,
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,18-10-08,"$150,855 ",11% ,United States,Phoenix,
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,20-07-04,"$65,702 ",0% ,United States,Columbus,
E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,12-10-07,"$162,038 ",24% ,China,Chongqing,
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,09-04-20,"$157,057 ",10% ,United States,Columbus,
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,11-08-21,"$127,559 ",10% ,United States,Austin,
E00153,Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,39,12-03-19,"$62,644 ",0% ,United States,Seattle,
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,06-03-01,"$73,907 ",0% ,China,Shanghai,
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,10-03-18,"$90,040 ",0% ,United States,Chicago,
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,30,26-05-16,"$91,134 ",0% ,Brazil,Sao Paulo,
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,22-09-21,"$201,396 ",32% ,United States,Miami,
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,22-12-11,"$54,733 ",0% ,China,Chongqing,
E03881,Andrew Reed,System Administrator ,IT,Corporate,Male,Black,28,17-06-19,"$65,341 ",0% ,United States,Miami,11-04-22
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,27-10-18,"$139,208 ",11% ,United States,Austin,
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,12-03-18,"$73,200 ",0% ,China,Shanghai,
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,24-04-10,"$102,636 ",6% ,United States,Seattle,
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,09-02-21,"$87,427 ",0% ,Brazil,Sao Paulo,
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,28-05-18,"$49,219 ",0% ,United States,Columbus,
E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,19-05-18,"$106,437 ",7% ,China,Chongqing,
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,05-05-15,"$64,364 ",0% ,Brazil,Sao Paulo,
E00364,Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,50,17-10-21,"$172,180 ",30% ,United States,Columbus,
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,14-05-12,"$88,343 ",0% ,Brazil,Rio de Janerio,
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,10-07-14,"$66,649 ",0% ,Brazil,Rio de Janerio,
E03720,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,22-04-99,"$102,847 ",5% ,United States,Chicago,
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,19-07-10,"$134,881 ",15% ,Brazil,Manaus,
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,23-05-99,"$68,807 ",0% ,China,Chengdu,30-11-15
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,29-05-06,"$228,822 ",36% ,United States,Miami,
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,18-07-21,"$43,391 ",0% ,United States,Columbus,
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,15-11-21,"$91,782 ",0% ,China,Chongqing,
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,28-02-16,"$211,637 ",31% ,United States,Chicago,
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,08-08-20,"$73,255 ",9% ,United States,Phoenix,
E03697,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,08-01-21,"$108,826 ",10% ,United States,Miami,
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,24-05-16,"$94,352 ",0% ,United States,Miami,
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,30-08-94,"$73,955 ",0% ,United States,Phoenix,
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,13-08-13,"$113,909 ",6% ,Brazil,Rio de Janerio,
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,24-12-20,"$92,321 ",0% ,United States,Chicago,
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,23-05-13,"$99,557 ",9% ,United States,Seattle,
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,14-11-18,"$115,854 ",0% ,United States,Phoenix,
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,44,01-03-11,"$82,462 ",0% ,United States,Austin,
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,09-11-11,"$198,473 ",32% ,United States,Miami,
E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,15-10-06,"$153,492 ",11% ,United States,Chicago,
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,21-01-18,"$208,210 ",30% ,United States,Seattle,
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,17-11-15,"$91,632 ",0% ,United States,Phoenix,
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,24-09-17,"$71,755 ",0% ,China,Chongqing,
E04213,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,19-11-21,"$111,006 ",8% ,China,Chongqing,
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,24-12-94,"$99,774 ",0% ,United States,Austin,
E04114,Christopher Lim,Director,IT,Research & Development,Male,Asian,55,13-03-07,"$184,648 ",24% ,China,Shanghai,
E01423,James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,19-07-01,"$247,874 ",33% ,Brazil,Manaus,
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,60,11-05-09,"$62,239 ",0% ,China,Beijing,
E03305,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,07-10-14,"$114,911 ",7% ,United States,Chicago,
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,27-04-18,"$115,490 ",12% ,United States,Chicago,
E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,13-02-12,"$118,708 ",7% ,China,Shanghai,
E00103,Nora Park,Director,Accounting,Speciality Products,Female,Asian,29,28-06-17,"$197,649 ",20% ,United States,Columbus,
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,17-06-20,"$89,841 ",0% ,China,Beijing,
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,20-12-19,"$61,026 ",0% ,United States,Phoenix,
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,25-09-14,"$96,693 ",0% ,United States,Chicago,
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,48,27-06-09,"$82,907 ",0% ,United States,Seattle,
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,04-10-14,"$257,194 ",35% ,China,Chongqing,
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,41,21-01-12,"$94,658 ",0% ,United States,Miami,
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,30-04-11,"$89,419 ",0% ,China,Shanghai,
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,19-12-15,"$51,983 ",0% ,United States,Columbus,
E01668,Naomi Xi,Director,Finance,Corporate,Female,Asian,53,17-02-02,"$179,494 ",20% ,China,Chongqing,
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,24-06-16,"$68,426 ",0% ,Brazil,Rio de Janerio,
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,06-02-17,"$144,986 ",12% ,United States,Phoenix,
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,45,16-08-00,"$60,113 ",0% ,United States,Chicago,
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,18-04-21,"$50,548 ",0% ,Brazil,Sao Paulo,
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,14-03-20,"$68,846 ",0% ,United States,Chicago,
E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,19-03-14,"$90,901 ",0% ,United States,Seattle,
E03113,Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,03-09-12,"$102,033 ",8% ,United States,Austin,
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,23-01-21,"$151,783 ",26% ,United States,Seattle,
E01787,Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,07-12-18,"$170,164 ",17% ,United States,Austin,
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,20-02-14,"$155,905 ",14% ,United States,Phoenix,
E01052,Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,17-12-16,"$50,733 ",0% ,United States,Miami,
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,26-01-17,"$88,663 ",0% ,United States,Phoenix,
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,60,13-10-92,"$88,213 ",0% ,China,Chongqing,
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,55,02-08-21,"$67,130 ",0% ,United States,Miami,
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,08-10-15,"$94,876 ",0% ,United States,Miami,
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,09-10-94,"$98,230 ",0% ,United States,Miami,
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,14-12-18,"$96,757 ",0% ,United States,Columbus,
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,03-07-20,"$51,513 ",0% ,United States,Columbus,
E00161,Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,60,27-01-07,"$234,311 ",37% ,United States,Miami,
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,22-05-11,"$152,353 ",14% ,United States,Seattle,
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,30-07-10,"$124,774 ",12% ,United States,Phoenix,
E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,13-09-10,"$157,070 ",28% ,China,Chongqing,
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,08-08-19,"$130,133 ",15% ,United States,Austin,18-05-22
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,21-09-19,"$108,780 ",6% ,China,Shanghai,
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,21-10-20,"$151,853 ",16% ,China,Chengdu,
E00022,Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,62,17-09-06,"$64,669 ",0% ,China,Chongqing,
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,30-04-08,"$69,352 ",0% ,Brazil,Rio de Janerio,
E00555,Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,65,17-10-01,"$74,631 ",0% ,China,Chongqing,
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,29-04-12,"$96,441 ",0% ,Brazil,Sao Paulo,
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,20-10-11,"$114,250 ",14% ,China,Chengdu,
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,27-12-20,"$70,165 ",7% ,Brazil,Manaus,
E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,29-01-00,"$109,059 ",7% ,China,Chengdu,
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,30,14-11-15,"$77,442 ",0% ,United States,Columbus,
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,34,06-06-12,"$72,126 ",0% ,Brazil,Manaus,
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,18-10-13,"$70,334 ",0% ,United States,Miami,
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,23-12-09,"$78,006 ",0% ,United States,Miami,
E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,25-01-21,"$160,385 ",23% ,United States,Miami,18-05-21
E02687,Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,36,11-01-14,"$202,323 ",39% ,United States,Chicago,
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,13-07-20,"$141,555 ",11% ,Brazil,Manaus,
E02748,Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,34,20-07-20,"$184,960 ",18% ,United States,Seattle,
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,25-06-11,"$221,592 ",31% ,United States,Columbus,
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,28-01-09,"$53,301 ",0% ,United States,Seattle,
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,02-03-00,"$91,276 ",0% ,United States,Seattle,
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,05-09-17,"$140,042 ",13% ,United States,Austin,
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,40,06-12-18,"$57,225 ",0% ,United States,Columbus,
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,24-02-10,"$102,839 ",5% ,United States,Miami,
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,15-09-21,"$199,783 ",21% ,United States,Chicago,10-04-22
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,09-04-21,"$70,980 ",0% ,Brazil,Rio de Janerio,
E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,26-01-97,"$104,431 ",7% ,United States,Phoenix,
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,27-06-21,"$48,510 ",0% ,United States,Chicago,
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,28-05-19,"$70,110 ",0% ,United States,Miami,07-01-21
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,12-03-08,"$186,138 ",28% ,China,Chongqing,
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,58,19-04-10,"$56,350 ",0% ,Brazil,Rio de Janerio,
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,10-01-16,"$149,761 ",12% ,United States,Columbus,
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,11-08-07,"$126,277 ",13% ,Brazil,Manaus,
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,21-06-13,"$119,631 ",6% ,United States,Phoenix,
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,09-05-20,"$256,561 ",39% ,United States,Austin,
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,16-04-20,"$66,958 ",0% ,United States,Miami,
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,29-02-04,"$158,897 ",10% ,China,Chongqing,
E03824,Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,37,15-02-08,"$71,695 ",0% ,United States,Phoenix,
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,22-09-14,"$73,779 ",0% ,China,Chongqing,09-05-19
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,20-10-11,"$123,640 ",7% ,China,Shanghai,
E02857,Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,33,13-04-14,"$46,878 ",0% ,United States,Miami,
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,10-02-03,"$57,032 ",0% ,United States,Miami,
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,02-10-07,"$98,150 ",0% ,Brazil,Rio de Janerio,
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,06-03-17,"$171,426 ",15% ,China,Beijing,22-09-17
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,16-04-21,"$48,266 ",0% ,United States,Chicago,
E03947,Logan Soto,Vice President,Finance,Research & Development,Male,Latino,36,18-08-18,"$223,404 ",32% ,United States,Columbus,
E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,Female,Asian,57,10-01-14,"$74,854 ",0% ,United States,Seattle,
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,48,25-04-07,"$217,783 ",36% ,United States,Seattle,
